,uuid,name,slug,class_name,sizes,emission,mass,cargo_capacity,vehicle_inventory,personal_inventory,crew,health,shield_hp,speed,fuel,quantum,agility,armor,foci,type,description,size_class,manufacturer,insurance,parts,updated_at,version,id,chassis_id,production_status,production_note,size,msrp,pledge_url,loaner,skus
Mercury,,Mercury,mercury,,"{'length': 51, 'beam': 55, 'height': 19}",,715175,114,,,"{'min': 2, 'max': 3}",,,"{'scm': 215, 'max': 1200}",,,"{'pitch': None, 'yaw': None, 'roll': None, 'acceleration': {'x_axis': None, 'y_axis': None, 'z_axis': None}}",,"['Medium Data', 'Medium Cargo']",transport,"The Mercury checks all the boxes expected of a dependable courier vessel, and then some. If you need it there fast and unscathed, you can’t do better than the Mercury. Built with the same engineering and design principals that has made Crusader the go-to manufacturer for galactic transport on any scale, the Star Runner chassis sets new standards for data and cargo conveyance.",,"{'code': 'CRUS', 'name': 'Crusader Industries'}",,,2025-05-13T16:06:45.000000Z,,168,67,flight-ready,None,medium,260,https://robertsspaceindustries.com/pledge/ships/crusader-mercury-star-runner/Mercury,[],"[{'title': 'BIS Warbond Edition', 'price': 230, 'available': 1, 'imported_at': '2024-01-07T12:54:04.000000Z'}, {'title': 'Warbond Edition', 'price': 240, 'available': 1, 'imported_at': '2024-01-08T23:00:49.000000Z'}, {'title': 'Standard Edition', 'price': 260, 'available': 1, 'imported_at': '2024-01-08T23:00:49.000000Z'}, {'title': 'Imperator Subscribers Edition', 'price': 260, 'available': 1, 'imported_at': '2024-03-05T23:01:19.000000Z'}, {'title': 'Warbond Edition', 'price': 240, 'available': 1, 'imported_at': '2024-03-13T23:00:38.000000Z'}]"
MOLE,ecdfd0df-6c5f-4183-a24b-9e1546e00a4e,MOLE,mole,ARGO_MOLE,"{'length': 45, 'beam': 26, 'height': 15}","{'ir': 14399, 'em_idle': 41410, 'em_max': 76712}",0,96,4.57,0,"{'min': 5, 'max': None, 'weapon': 4, 'operation': None}",0,48800,"{'scm': 140, 'max': 960, 'zero_to_scm': 0, 'zero_to_max': 0, 'scm_to_zero': 0, 'max_to_zero': 0}","{'capacity': 0, 'intake_rate': 0, 'usage': {'main': 498, 'maneuvering': 165, 'retro': 328, 'vtol': 0}}","{'quantum_speed': 314000000, 'quantum_spool_time': 6, 'quantum_fuel_capacity': 0, 'quantum_range': 0}","{'pitch': 30, 'yaw': 30, 'roll': 75, 'acceleration': {'main': 0, 'retro': 0, 'vtol': 0, 'maneuvering': 0, 'main_g': 0, 'retro_g': 0, 'vtol_g': 0, 'maneuvering_g': 0}}","{'signal_infrared': 1, 'signal_electromagnetic': 1, 'signal_cross_section': 1, 'damage_physical': 0.45, 'damage_energy': 0.9, 'damage_distortion': 1, 'damage_thermal': 1, 'damage_biochemical': 1, 'damage_stun': 0}","['Mining', 'Prospecting']",industrial,"ARGO’s pragmatic no-nonsense approach to ship design is celebrated in the unmistakable silhouette of the MOLE. Just one look at this machine and you know it means business. Tap into your full potential with the combined force of ARGO’s patented trilateral mining system. The MOLE has a total of 24 mineral pods, each holding 12 SCU. Eight pods are usable at one time – when they’re full, either head home or jettison them for collection by another vessel and carry on mining. Three independently controlled articulated extraction stations allow for maximum power and near-limitless versatility. The MOLE lives by the adage ’many hands make for light work’.",3,"{'name': 'Argo Astronautics', 'code': 'ARGO'}","{'claim_time': 13.5, 'expedite_time': 4.5, 'expedite_cost': 5715}",[],2025-02-21T06:54:28.000000Z,4.1.0-LIVE.9650658,201,80,flight-ready,None,medium,315,https://robertsspaceindustries.com/pledge/ships/argo-mole/MOLE,"[{'name': 'Prospector', 'link': 'https://api.star-citizen.wiki/api/v2/vehicles/f68ee841-88d1-46f3-a1e2-5dc71d9d5d97', 'version': '4.1.1-LIVE.9768350'}]","[{'title': 'Standard Edition', 'price': 315, 'available': 1, 'imported_at': '2024-01-07T12:54:05.000000Z'}, {'title': 'Warbond Edition', 'price': 295, 'available': 1, 'imported_at': '2024-01-09T23:00:59.000000Z'}, {'title': 'Warbond Edition', 'price': 295, 'available': 1, 'imported_at': '2024-02-08T23:00:14.000000Z'}, {'title': 'Warbond Edition', 'price': 290, 'available': 1, 'imported_at': '2025-03-27T23:01:15.000000Z'}]"
MPUV Cargo,,MPUV Cargo,mpuv-cargo,,"{'length': 10.5, 'beam': 9, 'height': 5}",,12187,2,,,"{'min': 1, 'max': 1}",,,"{'scm': 170, 'max': 890}",,,"{'pitch': None, 'yaw': None, 'roll': None, 'acceleration': {'x_axis': None, 'y_axis': None, 'z_axis': None}}",,['Light Freight'],transport,"The ARGO Astronautics MPUV-1C (commonly ‘Argo Cargo’) is a dedicated merchant transfer ship, a ubiquitous intergalactic stevedore. Vast numbers of Argo Cargos are responsible for loading and unloading goods onto massive long-haul transports and miners that cannot otherwise land on planets or drydocks, such as the Hull D and the Orion. Some captains choose to own and operate their own Argo, while others pay privately owned ships operating as port services a rental fee for performing the unloading process.",,"{'code': 'ARGO', 'name': 'Argo Astronautics'}",,,2025-05-13T16:07:03.000000Z,,114,43,flight-ready,None,snub,35,https://robertsspaceindustries.com/pledge/ships/argo/MPUV-Cargo,[],"[{'title': 'BIS Warbond Edition', 'price': 30, 'available': 1, 'imported_at': '2024-01-07T12:54:04.000000Z'}, {'title': 'Standard Edition', 'price': 35, 'available': 1, 'imported_at': '2024-01-09T23:00:58.000000Z'}]"
MPUV Personnel,,MPUV Personnel,mpuv-personnel,,"{'length': 10.5, 'beam': 9, 'height': 5}",,12187,0,,,"{'min': 1, 'max': 1}",,,"{'scm': 170, 'max': 890}",,,"{'pitch': None, 'yaw': None, 'roll': None, 'acceleration': {'x_axis': None, 'y_axis': None, 'z_axis': None}}",,['Passenger'],transport,"The ARGO Astronautics MPUV-1P (commonly ‘Argo Personnel.’) is geared towards a simple but incredibly important responsibility: moving groups of people from place to place. The UEE Navy uses MPUV-1Ps extensively, and any new recruit can likely recall those terrifying moments in which such a ship carried them to their first space assignment. In civilian hands, Argo Personnel ships are adapted for everything from standard taxi services to use as makeshift combat dropships. The ARGO is capable of carrying up to eight Humans and their equipment.",,"{'code': 'ARGO', 'name': 'Argo Astronautics'}",,,2025-05-13T16:07:04.000000Z,,113,43,flight-ready,None,snub,40,https://robertsspaceindustries.com/pledge/ships/argo/MPUV-Personnel,[],"[{'title': 'Standard Edition', 'price': 40, 'available': 1, 'imported_at': '2024-01-09T23:00:58.000000Z'}]"
MPUV Tractor,,MPUV Tractor,mpuv-tractor,,"{'length': 9, 'beam': 8.5, 'height': 4}",,8015,16,,,"{'min': 1, 'max': 1}",,,"{'scm': 175, 'max': 895}",,,"{'pitch': None, 'yaw': None, 'roll': None, 'acceleration': {'x_axis': None, 'y_axis': None, 'z_axis': None}}",,['Cargo Loader'],transport,"The MPUV Tractor features dual tractor beams for effortless cargo handling alongside the sturdy, reliable design you expect from Argo. Load and unload any size freighter with ease.",,"{'code': 'ARGO', 'name': 'Argo Astronautics'}",,,2025-05-13T16:06:23.000000Z,,268,43,flight-ready,None,snub,40,https://robertsspaceindustries.com/pledge/ships/argo/MPUV-Tractor,[],"[{'title': 'Standard Edition', 'price': 40, 'available': 1, 'imported_at': '2024-05-18T20:42:46.000000Z'}]"
MTC,,MTC,mtc,,"{'length': 7, 'beam': 5.5, 'height': 2}",,39870,1,,,"{'min': 1, 'max': 1}",,,"{'scm': None, 'max': None}",,,"{'pitch': None, 'yaw': None, 'roll': None, 'acceleration': {'x_axis': None, 'y_axis': None, 'z_axis': None}}",,['Combat'],ground,"Drive into the fray with Greycat’s tough and reliable MTC - perfect for carrying weapons and armor to battlefields, bunkers, outposts, expedition sites, and more.",,"{'code': 'GRIN', 'name': 'Greycat Industrial'}",,,2025-05-15T14:02:31.000000Z,,297,123,flight-ready,None,vehicle,50,https://robertsspaceindustries.com/pledge/ships/mtc/MTC,"[{'name': 'Aurora MR', 'link': 'https://api.star-citizen.wiki/api/v2/vehicles/c596f592-1196-4378-8583-18ff13962b85', 'version': '4.1.1-LIVE.9768350'}]","[{'title': 'Standard Edition', 'price': 50, 'available': 1, 'imported_at': '2025-05-16T22:01:05.000000Z'}]"
Mule,fb484074-f33f-4977-a052-2937e8508acc,Mule,mule,DRAK_Mule,"{'length': 6, 'beam': 8.75, 'height': 3.5}","{'ir': 1752, 'em_idle': 1305, 'em_max': 13198}",0,1,0.73,0.75,"{'min': 1, 'max': None, 'weapon': 0, 'operation': None}",0,,"{'scm': None, 'max': 32, 'zero_to_scm': 0, 'zero_to_max': 4, 'scm_to_zero': 0, 'max_to_zero': 2.67, 'reverse': 7}","{'capacity': 0, 'intake_rate': 0, 'usage': {'main': 0, 'maneuvering': 0, 'retro': 0, 'vtol': 0}}",,"{'pitch': None, 'yaw': None, 'roll': None, 'v0_steer_max': 15, 'kv_steer_max': 6, 'vmax_steer_max': 1, 'deceleration': {'main': 12}, 'acceleration': {'main': 8, 'retro': 0, 'vtol': 0, 'maneuvering': 0, 'main_g': 0, 'retro_g': 0, 'vtol_g': 0, 'maneuvering_g': 0}}","{'signal_infrared': 0.9, 'signal_electromagnetic': 0.8, 'signal_cross_section': 1, 'damage_physical': 0.42, 'damage_energy': 1, 'damage_distortion': 1, 'damage_thermal': 1, 'damage_biochemical': 1, 'damage_stun': 0}",['Transport'],ground,"The Drake Mule is your go-to workhorse for all sort of loading and hauling jobs, a six-wheeled beast of burden that’s always determined to execute the mission at hand. Whether you need to transport cargo over the roughest terrain possible or load it onto larger vessels and cargo decks, the Mule works. Plain and simple.",1,"{'name': 'Drake Interplanetary', 'code': 'DRAK'}","{'claim_time': 3.039, 'expedite_time': 1.012, 'expedite_cost': 1215}",[],2025-02-21T06:57:48.000000Z,4.1.0-LIVE.9650658,231,98,flight-ready,None,undefined,45,https://robertsspaceindustries.com/pledge/ships/mule/Mule,"[{'name': 'Aurora MR', 'link': 'https://api.star-citizen.wiki/api/v2/vehicles/c596f592-1196-4378-8583-18ff13962b85', 'version': '4.1.1-LIVE.9768350'}]","[{'title': 'Standard Edition', 'price': 45, 'available': 1, 'imported_at': '2024-01-07T12:54:05.000000Z'}]"
Mustang Alpha,a852bb00-e395-468f-9adc-78b3df9c82f6,Mustang Alpha,mustang-alpha,CNOU_Mustang_Alpha,"{'length': 21.5, 'beam': 18, 'height': 9}","{'ir': 7015, 'em_idle': 6783, 'em_max': 21209}",0,4,1.9,0.9,"{'min': 1, 'max': None, 'weapon': 0, 'operation': None}",0,2800,"{'scm': 225, 'max': 1200, 'zero_to_scm': 0, 'zero_to_max': 0, 'scm_to_zero': 0, 'max_to_zero': 0}","{'capacity': 0, 'intake_rate': 8, 'usage': {'main': 45, 'maneuvering': 35, 'retro': 16, 'vtol': 0}}","{'quantum_speed': 165000000, 'quantum_spool_time': 4, 'quantum_fuel_capacity': 0, 'quantum_range': 0}","{'pitch': 72.3, 'yaw': 53.7, 'roll': 205.3, 'acceleration': {'main': 0, 'retro': 0, 'vtol': 0, 'maneuvering': 0, 'main_g': 0, 'retro_g': 0, 'vtol_g': 0, 'maneuvering_g': 0}}","{'signal_infrared': 1.3, 'signal_electromagnetic': 1.3, 'signal_cross_section': 1.3, 'damage_physical': 0.55, 'damage_energy': 1.05, 'damage_distortion': 1.05, 'damage_thermal': 1, 'damage_biochemical': 1, 'damage_stun': 0}",['Cargo'],multi,"Inspired by Consolidated Outland CEO Silas Koerner’s cutting edge vision, the Mustang Alpha is a sleek, stylish spacecraft that uses ultralight alloys to push power ratios to the limits, albeit sometimes unsafely. And now, with the optional Cargo Carrier, you can have the Alpha’s advantages without sacrificing carrying capacity.",2,"{'name': 'Consolidated Outland', 'code': 'CNOU'}","{'claim_time': 0.675, 'expedite_time': 0, 'expedite_cost': 340}",[],2025-02-21T06:54:49.000000Z,4.1.0-LIVE.9650658,65,16,flight-ready,None,small,30,https://robertsspaceindustries.com/pledge/ships/mustang/Mustang-Alpha,[],"[{'title': 'Standard Edition', 'price': 30, 'available': 1, 'imported_at': '2024-01-07T12:54:03.000000Z'}]"
Mustang Alpha Vindicator,,Mustang Alpha Vindicator,mustang-alpha-vindicator,,"{'length': 17.5, 'beam': 15.5, 'height': 5.5}",,32970,6,,,"{'min': 1, 'max': 1}",,,"{'scm': 255, 'max': 1200}",,,"{'pitch': None, 'yaw': None, 'roll': None, 'acceleration': {'x_axis': None, 'y_axis': None, 'z_axis': None}}",,"['Starter', 'Light Freight']",multi,"Make the ultimate statement and show the universe that you are a paragon of style and a bulwark of freedom. With this limited Vindicator Edition livery, the maverick designers at Consolidated Outland have pulled out all the stops, creating a trim package that commemorates CitizenCon 2948 and embodies the spirit of daring that defines both the original vision of Silas Koerner and the unyielding determination of the UEE.",,"{'code': 'CNOU', 'name': 'Consolidated Outland'}",,,2024-07-19T16:30:15.000000Z,,172,16,flight-ready,None,small,30,https://robertsspaceindustries.com/pledge/ships/mustang/Mustang-Alpha-Vindicator,[],[]
Mustang Beta,973bc147-4422-48a6-99c8-6ff0ead25bdf,Mustang Beta,mustang-beta,CNOU_Mustang_Beta,"{'length': 21.5, 'beam': 18, 'height': 9}","{'ir': 7015, 'em_idle': 6783, 'em_max': 22543}",0,0,2.12,0.9,"{'min': 1, 'max': None, 'weapon': 0, 'operation': None}",0,2800,"{'scm': 225, 'max': 1200, 'zero_to_scm': 0, 'zero_to_max': 0, 'scm_to_zero': 0, 'max_to_zero': 0}","{'capacity': 0, 'intake_rate': 4, 'usage': {'main': 53, 'maneuvering': 42, 'retro': 18, 'vtol': 0}}","{'quantum_speed': 165000000, 'quantum_spool_time': 4, 'quantum_fuel_capacity': 0, 'quantum_range': 0}","{'pitch': 72.3, 'yaw': 53.7, 'roll': 205.3, 'acceleration': {'main': 0, 'retro': 0, 'vtol': 0, 'maneuvering': 0, 'main_g': 0, 'retro_g': 0, 'vtol_g': 0, 'maneuvering_g': 0}}","{'signal_infrared': 1.3, 'signal_electromagnetic': 1.3, 'signal_cross_section': 1.3, 'damage_physical': 0.55, 'damage_energy': 1.05, 'damage_distortion': 1.05, 'damage_thermal': 1, 'damage_biochemical': 1, 'damage_stun': 0}",['Pathfinder'],exploration,"The Mustang Beta, with its unprecedented range, is made for long duration flights. The factory standard Tarsus Leaper Jump Engine enables the Beta to travel to the galaxy’s farthest systems with ease, while the ship’s unique Com4T living quarters will make the journey feel like you never left home.",2,"{'name': 'Consolidated Outland', 'code': 'CNOU'}","{'claim_time': 3.71, 'expedite_time': 1.24, 'expedite_cost': 1800}",[],2025-02-21T06:54:50.000000Z,4.1.0-LIVE.9650658,66,16,flight-ready,None,small,40,https://robertsspaceindustries.com/pledge/ships/mustang/Mustang-Beta,[],"[{'title': 'Standard Edition', 'price': 40, 'available': 1, 'imported_at': '2024-01-07T12:54:03.000000Z'}]"
Mustang Delta,f8c8fe5c-1aa3-41d7-86b0-6bb54b249541,Mustang Delta,mustang-delta,CNOU_Mustang_Delta,"{'length': 21.5, 'beam': 18, 'height': 9}","{'ir': 7855, 'em_idle': 9479, 'em_max': 28135}",0,0,1.6,0.9,"{'min': 1, 'max': None, 'weapon': 0, 'operation': None}",0,3200,"{'scm': 225, 'max': 1200, 'zero_to_scm': 0, 'zero_to_max': 0, 'scm_to_zero': 0, 'max_to_zero': 0}","{'capacity': 0, 'intake_rate': 0, 'usage': {'main': 51, 'maneuvering': 40, 'retro': 18, 'vtol': 0}}","{'quantum_speed': 165000000, 'quantum_spool_time': 4, 'quantum_fuel_capacity': 0, 'quantum_range': 0}","{'pitch': 72.3, 'yaw': 53.7, 'roll': 205.3, 'acceleration': {'main': 0, 'retro': 0, 'vtol': 0, 'maneuvering': 0, 'main_g': 0, 'retro_g': 0, 'vtol_g': 0, 'maneuvering_g': 0}}","{'signal_infrared': 1.05, 'signal_electromagnetic': 1.05, 'signal_cross_section': 1.05, 'damage_physical': 0.55, 'damage_energy': 1.05, 'damage_distortion': 1.05, 'damage_thermal': 1, 'damage_biochemical': 1, 'damage_stun': 0}",['Light Fighter'],combat,"While it may not be able to go toe to toe with some of the military specific ships, by reinforcing the Mustang’s already strong hull construction with Consolidated Outland’s own line of Cavalry Class Mass Reduction Armor, the Delta has a reduced cross-sectional signature that evens the playing field.",2,"{'name': 'Consolidated Outland', 'code': 'CNOU'}","{'claim_time': 4.01, 'expedite_time': 1.34, 'expedite_cost': 1920}",[],2025-02-21T06:54:51.000000Z,4.1.0-LIVE.9650658,69,16,flight-ready,None,small,65,https://robertsspaceindustries.com/pledge/ships/mustang/Mustang-Delta,[],"[{'title': 'Standard Edition', 'price': 65, 'available': 1, 'imported_at': '2024-01-09T23:00:58.000000Z'}]"
Mustang Gamma,968249b2-ca7c-4b41-8f58-730673fefc8c,Mustang Gamma,mustang-gamma,CNOU_Mustang_Gamma,"{'length': 21.5, 'beam': 18, 'height': 9}","{'ir': 7773, 'em_idle': 7249, 'em_max': 21609}",0,0,1.6,0.9,"{'min': 1, 'max': None, 'weapon': 0, 'operation': None}",0,4200,"{'scm': 244, 'max': 1230, 'zero_to_scm': 0, 'zero_to_max': 0, 'scm_to_zero': 0, 'max_to_zero': 0}","{'capacity': 0, 'intake_rate': 0, 'usage': {'main': 43, 'maneuvering': 34, 'retro': 13, 'vtol': 0}}","{'quantum_speed': 165000000, 'quantum_spool_time': 4, 'quantum_fuel_capacity': 0, 'quantum_range': 0}","{'pitch': 84, 'yaw': 65, 'roll': 234, 'acceleration': {'main': 0, 'retro': 0, 'vtol': 0, 'maneuvering': 0, 'main_g': 0, 'retro_g': 0, 'vtol_g': 0, 'maneuvering_g': 0}}","{'signal_infrared': 1.4, 'signal_electromagnetic': 1.4, 'signal_cross_section': 1.4, 'damage_physical': 0.63, 'damage_energy': 1.2, 'damage_distortion': 1.2, 'damage_thermal': 1, 'damage_biochemical': 1, 'damage_stun': 0}",['Racing'],competition,"Consolidated Outland’s design and engineering teams have managed to tweak and refine the Mustang into an admirable racer. The end result, the Mustang Gamma, has smooth acceleration, and power on demand thanks to an innovative package featuring three powerful Magma Jet engines for maximum thrust.",2,"{'name': 'Consolidated Outland', 'code': 'CNOU'}","{'claim_time': 7.28, 'expedite_time': 2.43, 'expedite_cost': 3230}",[],2025-02-21T06:54:52.000000Z,4.1.0-LIVE.9650658,67,16,flight-ready,None,small,55,https://robertsspaceindustries.com/pledge/ships/mustang/Mustang-Gamma,[],"[{'title': 'Standard Edition', 'price': 55, 'available': 1, 'imported_at': '2024-01-07T12:54:03.000000Z'}]"
Mustang Omega,1164be4d-623e-4ef7-bc3d-4cdb45c22ec5,Mustang Omega,mustang-omega,CNOU_Mustang_Omega,"{'length': 21.5, 'beam': 18, 'height': 9}","{'ir': 7773, 'em_idle': 7249, 'em_max': 21609}",0,0,1.6,0.9,"{'min': 1, 'max': None, 'weapon': 0, 'operation': None}",0,4200,"{'scm': 244, 'max': 1230, 'zero_to_scm': 0, 'zero_to_max': 0, 'scm_to_zero': 0, 'max_to_zero': 0}","{'capacity': 0, 'intake_rate': 0, 'usage': {'main': 43, 'maneuvering': 34, 'retro': 13, 'vtol': 0}}","{'quantum_speed': 165000000, 'quantum_spool_time': 4, 'quantum_fuel_capacity': 0, 'quantum_range': 0}","{'pitch': 84, 'yaw': 65, 'roll': 234, 'acceleration': {'main': 0, 'retro': 0, 'vtol': 0, 'maneuvering': 0, 'main_g': 0, 'retro_g': 0, 'vtol_g': 0, 'maneuvering_g': 0}}","{'signal_infrared': 1.4, 'signal_electromagnetic': 1.4, 'signal_cross_section': 1.4, 'damage_physical': 0.63, 'damage_energy': 1.2, 'damage_distortion': 1.2, 'damage_thermal': 1, 'damage_biochemical': 1, 'damage_stun': 0}",['Racing'],competition,"Consolidated Outland teamed up with custom tuning company Accelerated Mass Design to create a limited edition racer that features a ramped up fuel intake for faster recycling of the ship’s already impressive boost system. To cap off the collaboration, AMD enlisted resident underground artist Sektor8 to design the dynamic paint job.",2,"{'name': 'Consolidated Outland', 'code': 'CNOU'}","{'claim_time': 7.28, 'expedite_time': 2.43, 'expedite_cost': 3230}",[],2025-02-21T06:54:52.000000Z,4.1.0-LIVE.9650658,70,16,flight-ready,None,small,55,https://robertsspaceindustries.com/pledge/ships/mustang/Mustang-Omega,[],[]
